SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
FRESENIUS KABI USA                                ,3,INJECTABLE;INJECTION,0.01MG/ML;2%,3,,0,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,4,INJECTABLE;INJECTION,0.01MG/ML;1%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,5,INJECTABLE;INJECTION,0.02MG/ML;2%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,7,INJECTABLE;INJECTION,0.01,1,AP,1,XYLOCAINE,LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,8,INJECTABLE;INJECTION,0.005,1,AP,1,XYLOCAINE,LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,10,INJECTABLE;INJECTION,0.015,1,AP,1,XYLOCAINE,LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,12,INJECTABLE;INJECTION,0.005MG/ML;0.5%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,17,INJECTABLE;INJECTION,0.005MG/ML;1.5%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,18,INJECTABLE;INJECTION,0.005MG/ML;1%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
FRESENIUS KABI USA                                ,19,INJECTABLE;INJECTION,0.005MG/ML;2%,1,AP,1,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
PARKE DAVIS                                       ,4,SYRUP;ORAL,12.5MG/5ML,3,,0,BENYLIN,DIPHENHYDRAMINE HYDROCHLORIDE
ROCHE                                             ,1,TABLET;ORAL,500MG,3,,0,GANTRISIN,SULFISOXAZOLE
MEDA PHARMS                                       ,3,CREAM;VAGINAL,0.15,1,,1,AVC,SULFANILAMIDE
MEDA PHARMS                                       ,4,SUPPOSITORY;VAGINAL,1.05GM,3,,0,AVC,SULFANILAMIDE
ODYSSEY PHARMS                                    ,1,INJECTABLE;INJECTION,5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,URECHOLINE,BETHANECHOL CHLORIDE
ODYSSEY PHARMS                                    ,2,TABLET;ORAL,10MG,3,,0,URECHOLINE,BETHANECHOL CHLORIDE
ODYSSEY PHARMS                                    ,3,TABLET;ORAL,5MG,3,,0,URECHOLINE,BETHANECHOL CHLORIDE
ODYSSEY PHARMS                                    ,4,TABLET;ORAL,25MG,3,,0,URECHOLINE,BETHANECHOL CHLORIDE
ODYSSEY PHARMS                                    ,5,TABLET;ORAL,50MG,3,,0,URECHOLINE,BETHANECHOL CHLORIDE
MCGAW                                             ,1,INJECTABLE;INJECTION,900MG/100ML,3,,0,AMMONIUM CHLORIDE 0.9% IN NORMAL SALINE,AMMONIUM CHLORIDE
NOVARTIS                                          ,1,TABLET;ORAL,100MG;1MG,3,,0,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE
LILLY                                             ,3,INJECTABLE;INJECTION,2MG/ML,3,,0,METUBINE IODIDE,METOCURINE IODIDE
MERCK                                             ,10,INJECTABLE;INJECTION,1MG/ML,3,,0,REDISOL,CYANOCOBALAMIN
RECORDATI RARE                                    ,1,INJECTABLE;INJECTION,10MG/VIAL,1,,1,MUSTARGEN,MECHLORETHAMINE HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,20MG/ML,3,,0,VASOXYL,METHOXAMINE HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,2,INJECTABLE;INJECTION,10MG/ML,3,,0,VASOXYL,METHOXAMINE HYDROCHLORIDE
LEDERLE                                           ,3,TABLET;ORAL,5MG,3,,0,ARTANE,TRIHEXYPHENIDYL HYDROCHLORIDE
LEDERLE                                           ,5,TABLET;ORAL,2MG,3,,0,ARTANE,TRIHEXYPHENIDYL HYDROCHLORIDE
LEDERLE                                           ,9,ELIXIR;ORAL,2MG/5ML,3,,0,ARTANE,TRIHEXYPHENIDYL HYDROCHLORIDE
LEDERLE                                           ,10,"CAPSULE, EXTENDED RELEASE;ORAL",5MG,3,,0,ARTANE,TRIHEXYPHENIDYL HYDROCHLORIDE
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,1MG/ML,3,,0,BERUBIGEN,CYANOCOBALAMIN
BRISTOL MYERS SQUIBB                              ,2,INJECTABLE;INJECTION,0.1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
BRISTOL MYERS SQUIBB                              ,4,INJECTABLE;INJECTION,1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
BRISTOL MYERS SQUIBB                              ,10,INJECTABLE;INJECTION,1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
ABBVIE                                            ,1,CAPSULE;ORAL,300MG,3,,0,PARADIONE,PARAMETHADIONE
ABBVIE                                            ,2,SOLUTION;ORAL,300MG/ML,3,,0,PARADIONE,PARAMETHADIONE
ABBVIE                                            ,3,CAPSULE;ORAL,150MG,3,,0,PARADIONE,PARAMETHADIONE
PANRAY                                            ,1,TABLET;ORAL,500MG,3,,0,PARASAL,AMINOSALICYLIC ACID
PANRAY                                            ,2,TABLET;ORAL,1GM,3,,0,PARASAL,AMINOSALICYLIC ACID
PANRAY                                            ,6,TABLET;ORAL,500MG,3,,0,PARASAL SODIUM,AMINOSALICYLATE SODIUM
PANRAY                                            ,11,TABLET;ORAL,1GM,3,,0,PARASAL SODIUM,AMINOSALICYLATE SODIUM
HOSPIRA                                           ,1,INJECTABLE;INJECTION,"EQ 50,000 UNITS BASE/ML",1,,1,AQUASOL A,VITAMIN A PALMITATE
SANOFI AVENTIS US                                 ,1,EMULSION;TOPICAL,0.03,1,,1,PHISOHEX,HEXACHLOROPHENE
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,167MG,3,,0,TERFONYL,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
BRISTOL MYERS SQUIBB                              ,2,SUSPENSION;ORAL,167MG/5ML,3,,0,TERFONYL,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
ABBVIE                                            ,2,POWDER;INHALATION,0.25,3,,0,NORISODRINE,ISOPROTERENOL SULFATE
ABBVIE                                            ,3,POWDER;INHALATION,0.1,3,,0,NORISODRINE,ISOPROTERENOL SULFATE
ROCHE                                             ,1,INJECTABLE;INJECTION,EQ 400MG BASE/ML,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
LEDERLE                                           ,2,TABLET;ORAL,167MG,3,,0,TRIPLE SULFAS,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
LEDERLE                                           ,3,SUSPENSION;ORAL,167MG/5ML,3,,0,TRIPLE SULFAS,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
SCHERING                                          ,2,TABLET;ORAL,4MG,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
SCHERING                                          ,6,SYRUP;ORAL,2MG/5ML,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
RANBAXY                                           ,1,CREAM;TOPICAL,0.1,1,,1,EURAX,CROTAMITON
GLAXOSMITHKLINE                                   ,2,INJECTABLE;INJECTION,1MG/ML,3,,0,SYNCURINE,DECAMETHONIUM BROMIDE
BAYER HLTHCARE                                    ,2,INJECTABLE;INJECTION,1MG/ML,3,,0,VI-TWEL,CYANOCOBALAMIN
PHARMACIA AND UPJOHN                              ,1,TABLET;ORAL,500MG,1,AB,1,AZULFIDINE,SULFASALAZINE
PHARMACIA AND UPJOHN                              ,2,"TABLET, DELAYED RELEASE;ORAL",500MG,1,AB,1,AZULFIDINE EN-TABS,SULFASALAZINE
WARNER CHILCOTT                                   ,2,INJECTABLE;INJECTION,1MG/ML,3,,0,CYANOCOBALAMIN,CYANOCOBALAMIN
MERCK                                             ,2,INJECTABLE;INJECTION,25MG/ML,3,,0,CORTONE,CORTISONE ACETATE
MERCK                                             ,3,INJECTABLE;INJECTION,50MG/ML,3,,0,CORTONE,CORTISONE ACETATE
LILLY                                             ,1,SOLUTION;INHALATION,0.0025,3,,0,AEROLONE,ISOPROTERENOL HYDROCHLORIDE
CONSOLIDATED MIDLAND                              ,2,TABLET;ORAL,500MG,3,,0,TEEBACIN,AMINOSALICYLATE SODIUM
APOTHECON                                         ,1,CAPSULE;ORAL,250MG,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
APOTHECON                                         ,2,INJECTABLE;INJECTION,100MG/ML,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
APOTHECON                                         ,3,CAPSULE;ORAL,500MG,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
APOTHECON                                         ,4,CAPSULE;ORAL,375MG,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
APOTHECON                                         ,5,INJECTABLE;INJECTION,500MG/ML,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
3M                                                ,2,TABLET;ORAL,2MG,3,,0,VERILOID,ALKAVERVIR
3M                                                ,3,TABLET;ORAL,3MG,3,,0,VERILOID,ALKAVERVIR
ENDO PHARMS                                       ,5,TABLET;ORAL,325MG;2.25MG;0.19MG,3,,0,PERCODAN-DEMI,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
ENDO PHARMS                                       ,6,TABLET;ORAL,325MG;4.5MG;0.38MG,3,,0,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
ENDO PHARMS                                       ,7,TABLET;ORAL,325MG;4.8355MG,1,AA,1,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE
SHIRE                                             ,1,TABLET;ORAL,50MG,3,,0,BANTHINE,METHANTHELINE BROMIDE
LILLY                                             ,2,INJECTABLE;INJECTION,50MG/ML,3,,0,SECONAL SODIUM,SECOBARBITAL SODIUM
FOREST LABS INC                                   ,1,TABLET;ORAL,20MG,1,AB,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
FOREST LABS INC                                   ,3,CAPSULE;ORAL,10MG,1,AB,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,50MG/VIAL,3,,0,PROTAMINE SULFATE,PROTAMINE SULFATE
PHARMACIA AND UPJOHN                              ,2,INJECTABLE;INJECTION,250MG/VIAL,3,,0,PROTAMINE SULFATE,PROTAMINE SULFATE
SANOFI AVENTIS US                                 ,2,INJECTABLE;INJECTION,25 UNITS/VIAL,3,,0,ACTHAR,CORTICOTROPIN
SANOFI AVENTIS US                                 ,3,INJECTABLE;INJECTION,40 UNITS/VIAL,3,,0,ACTHAR,CORTICOTROPIN
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 1MG BASE/ML,1,AP,1,LEVOPHED,NOREPINEPHRINE BITARTRATE
KING PHARMS                                       ,2,TABLET;ORAL,5MG,3,,0,TAPAZOLE,METHIMAZOLE
KING PHARMS                                       ,4,TABLET;ORAL,10MG,3,,0,TAPAZOLE,METHIMAZOLE
LILLY                                             ,2,INJECTABLE;INJECTION,80MG/ML,1,,1,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE
PARKEDALE                                         ,3,INJECTABLE;INJECTION,1GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
PARKEDALE                                         ,5,INJECTABLE;INJECTION,5GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
PARKEDALE                                         ,9,INJECTABLE;INJECTION,10GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
SCHERING PLOUGH                                   ,1,"TABLET, EXTENDED RELEASE;ORAL",8MG,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
SCHERING PLOUGH                                   ,2,"TABLET, EXTENDED RELEASE;ORAL",12MG,2,,1,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
ABBVIE                                            ,1,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PHENURONE,PHENACEMIDE
MERCK                                             ,3,TABLET;ORAL,25MG,3,,0,CORTONE,CORTISONE ACETATE
ROCHE                                             ,2,SOLUTION/DROPS;OPHTHALMIC,EQ 4% BASE,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
TEVA                                              ,1,TABLET;ORAL,200MG,3,,0,NEOTHYLLINE,DYPHYLLINE
TEVA                                              ,2,TABLET;ORAL,400MG,3,,0,NEOTHYLLINE,DYPHYLLINE
TEVA                                              ,3,ELIXIR;ORAL,160MG/15ML,3,,0,NEOTHYLLINE,DYPHYLLINE
DAVIS AND GECK                                    ,1,INJECTABLE;INJECTION,20MG/ML,3,,0,FLAXEDIL,GALLAMINE TRIETHIODIDE
DAVIS AND GECK                                    ,2,INJECTABLE;INJECTION,100MG/ML,3,,0,FLAXEDIL,GALLAMINE TRIETHIODIDE
LILLY                                             ,2,INJECTABLE;INJECTION,2MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
TEVA WOMENS                                       ,2,TABLET;ORAL,500MG,3,,0,ANTABUSE,DISULFIRAM
TEVA WOMENS                                       ,3,TABLET;ORAL,250MG,3,,0,ANTABUSE,DISULFIRAM
MERCK                                             ,4,TABLET;ORAL,500MG,3,,0,BENEMID,PROBENECID
DELCOR ASSET CORP                                 ,2,TABLET;ORAL,12.5MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
DELCOR ASSET CORP                                 ,3,TABLET;ORAL,25MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
DELCOR ASSET CORP                                 ,4,TABLET;ORAL,50MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
CHATTEM                                           ,1,LOTION/SHAMPOO;TOPICAL,0.025,1,AT,1,SELSUN,SELENIUM SULFIDE
FOREST LABS                                       ,1,INJECTABLE;INJECTION,5MG/ML,3,,0,SUS-PHRINE SULFITE-FREE,EPINEPHRINE
FOREST LABS                                       ,3,INJECTABLE;INJECTION,1.5MG/AMP,3,,0,SUS-PHRINE SULFITE-FREE,EPINEPHRINE
ALLERGAN                                          ,1,SOLUTION/DROPS;OPHTHALMIC,0.12%;0.1%,3,,0,PREFRIN-A,PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE
VALEANT PHARMS                                    ,1,INJECTABLE;INJECTION,10MG/ML,1,AP,1,TENSILON,EDROPHONIUM CHLORIDE
VALEANT PHARMS                                    ,2,INJECTABLE;INJECTION,10MG/ML,1,AP,1,TENSILON PRESERVATIVE FREE,EDROPHONIUM CHLORIDE
APTALIS PHARMA US                                 ,2,SYRUP;ORAL,10MG/5ML,1,AA,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
PARKE DAVIS                                       ,1,CAPSULE;ORAL,25MG,3,,0,AMBODRYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE
GE HEALTHCARE                                     ,1,TABLET;ORAL,500MG,3,,0,TELEPAQUE,IOPANOIC ACID
PARKE DAVIS                                       ,1,INJECTABLE;INJECTION,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,EVANS BLUE,EVANS BLUE
ASTRAZENECA                                       ,1,OINTMENT;TOPICAL,0.05,3,,0,XYLOCAINE,LIDOCAINE
DAVA PHARMS INC                                   ,2,TABLET;ORAL,EQ 2.5MG BASE,1,AB,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM
SANOFI AVENTIS US                                 ,4,CAPSULE;ORAL,12MG,3,,0,TACE,CHLOROTRIANISENE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 3MG BASE/ML,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
HOSPIRA                                           ,2,INJECTABLE;INJECTION,EQ 50MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
HOSPIRA                                           ,3,FOR SOLUTION;ORAL,EQ 60MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
HOSPIRA                                           ,4,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
HOSPIRA                                           ,5,INJECTABLE;INJECTION,EQ 350MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
SCHERING                                          ,4,TABLET;ORAL,100MG,3,,0,PRANTAL,DIPHEMANIL METHYLSULFATE
PHARMACIA AND UPJOHN                              ,1,TABLET;ORAL,25MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
PHARMACIA AND UPJOHN                              ,2,INJECTABLE;INJECTION,25MG/ML,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
PHARMACIA AND UPJOHN                              ,3,TABLET;ORAL,5MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
PHARMACIA AND UPJOHN                              ,4,TABLET;ORAL,10MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
VALEANT PHARM INTL                                ,3,CREAM;TOPICAL,0.2,3,,0,BENOQUIN,MONOBENZONE
MERCK                                             ,1,INJECTABLE;INJECTION,25MG/ML,3,,0,HYDROCORTONE,HYDROCORTISONE ACETATE
MERCK                                             ,4,INJECTABLE;INJECTION,50MG/ML,3,,0,HYDROCORTONE,HYDROCORTISONE ACETATE
BAXTER HLTHCARE CORP                              ,1,INJECTABLE;INJECTION,EQ 30MG BASE/ML,3,,0,WYAMINE SULFATE,MEPHENTERMINE SULFATE
BAXTER HLTHCARE CORP                              ,2,INJECTABLE;INJECTION,EQ 15MG BASE/ML,3,,0,WYAMINE SULFATE,MEPHENTERMINE SULFATE
NOVARTIS                                          ,3,INJECTABLE;INJECTION,5MG/VIAL,1,AP,1,REGITINE,PHENTOLAMINE MESYLATE
PANRAY                                            ,1,TABLET;ORAL,25MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
PANRAY                                            ,2,TABLET;ORAL,5MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
NOVARTIS                                          ,1,TABLET;ORAL,25MG,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
NOVARTIS                                          ,2,TABLET;ORAL,50MG,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
NOVARTIS                                          ,3,INJECTABLE;INJECTION,20MG/ML,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
NOVARTIS                                          ,4,TABLET;ORAL,10MG,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
NOVARTIS                                          ,5,TABLET;ORAL,100MG,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
ANI PHARMS                                        ,4,SYRUP;ORAL,10MG/5ML;6.25MG/5ML,3,,0,PHENERGAN W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
ANI PHARMS                                        ,5,SYRUP;ORAL,10MG/5ML;5MG/5ML;6.25MG/5ML,3,,0,PHENERGAN VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
SANOFI AVENTIS US                                 ,1,TABLET;ORAL,EQ 15MG BASE,1,AB,1,PRIMAQUINE,PRIMAQUINE PHOSPHATE
PARKEDALE                                         ,2,INJECTABLE;INJECTION,25 UNITS/VIAL,3,,0,ACTH,CORTICOTROPIN
PARKEDALE                                         ,4,INJECTABLE;INJECTION,40 UNITS/VIAL,3,,0,ACTH,CORTICOTROPIN
NOVARTIS                                          ,8,TABLET;ORAL,100MG,3,,0,BUTAZOLIDIN,PHENYLBUTAZONE
NOVARTIS                                          ,9,CAPSULE;ORAL,100MG,3,,0,BUTAZOLIDIN,PHENYLBUTAZONE
ABBVIE                                            ,1,TABLET;ORAL,100MG,3,,0,GEMONIL,METHARBITAL
FOREST LABS INC                                   ,1,INJECTABLE;INJECTION,10MG/ML,1,AP,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
FOREST LABS INC                                   ,2,INJECTABLE;INJECTION,10MG/ML,1,AP,1,BENTYL PRESERVATIVE FREE,DICYCLOMINE HYDROCHLORIDE
QUESTCOR PHARMS                                   ,6,INJECTABLE;INJECTION,40 UNITS/ML,3,,0,H.P. ACTHAR GEL,CORTICOTROPIN
QUESTCOR PHARMS                                   ,8,INJECTABLE;INJECTION,80 UNITS/ML,1,,1,H.P. ACTHAR GEL,CORTICOTROPIN
INTL MINERALS                                     ,3,SUSPENSION;ORAL,15MG/5ML;3.75MG/5ML;600MG/5ML,3,,0,TPN,NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE
ANI PHARMS                                        ,3,SYRUP;ORAL,25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
ANI PHARMS                                        ,4,SYRUP;ORAL,6.25MG/5ML,3,,0,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,3,TABLET;ORAL,100MG,3,,0,NYDRAZID,ISONIAZID
SANOFI AVENTIS US                                 ,1,EMULSION;TOPICAL,0.03,3,,0,PHISOHEX,HEXACHLOROPHENE
ROCHE                                             ,2,OINTMENT;OPHTHALMIC,EQ 4% BASE,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
ROCHE                                             ,1,SYRUP;ORAL,50MG/5ML,3,,0,RIMIFON,ISONIAZID
ROCHE                                             ,2,INJECTABLE;INJECTION,25MG/ML,3,,0,RIMIFON,ISONIAZID
ROCHE                                             ,3,INJECTABLE;INJECTION,100MG/ML,3,,0,RIMIFON,ISONIAZID
PANRAY                                            ,1,TABLET;ORAL,50MG,3,,0,ISONIAZID,ISONIAZID
PANRAY                                            ,2,TABLET;ORAL,100MG,3,,0,ISONIAZID,ISONIAZID
PANRAY                                            ,3,TABLET;ORAL,300MG,3,,0,ISONIAZID,ISONIAZID
SANDOZ                                            ,1,INJECTABLE;INJECTION,500MG/VIAL,3,,0,ANECTINE,SUCCINYLCHOLINE CHLORIDE
